,Tile No,RA_Center,DEC_Center
10342,10342,300.25210084033614,-20.019999999999925
10343,10343,301.0084033613445,-20.019999999999925
10344,10344,301.7647058823529,-20.019999999999925
10345,10345,302.52100840336135,-20.019999999999925
10346,10346,303.2773109243697,-20.019999999999925
10347,10347,304.03361344537814,-20.019999999999925
10348,10348,304.78991596638656,-20.019999999999925
10349,10349,305.5462184873949,-20.019999999999925
10350,10350,306.30252100840335,-20.019999999999925
10351,10351,307.05882352941177,-20.019999999999925
10352,10352,307.81512605042013,-20.019999999999925
10353,10353,308.57142857142856,-20.019999999999925
10354,10354,309.327731092437,-20.019999999999925
10355,10355,310.08403361344534,-20.019999999999925
10356,10356,310.84033613445376,-20.019999999999925
10357,10357,311.5966386554622,-20.019999999999925
10358,10358,312.35294117647055,-20.019999999999925
10359,10359,313.109243697479,-20.019999999999925
10360,10360,313.8655462184874,-20.019999999999925
10361,10361,314.6218487394958,-20.019999999999925
10362,10362,315.3781512605042,-20.019999999999925
10363,10363,316.1344537815126,-20.019999999999925
10364,10364,316.890756302521,-20.019999999999925
10365,10365,317.6470588235294,-20.019999999999925
10366,10366,318.4033613445378,-20.019999999999925
10367,10367,319.15966386554624,-20.019999999999925
10368,10368,319.9159663865546,-20.019999999999925
10369,10369,320.672268907563,-20.019999999999925
10370,10370,321.42857142857144,-20.019999999999925
10371,10371,322.1848739495798,-20.019999999999925
10372,10372,322.94117647058823,-20.019999999999925
10373,10373,323.69747899159665,-20.019999999999925
10374,10374,324.453781512605,-20.019999999999925
10375,10375,325.21008403361344,-20.019999999999925
10376,10376,325.96638655462186,-20.019999999999925
10377,10377,326.7226890756302,-20.019999999999925
10378,10378,327.47899159663865,-20.019999999999925
10379,10379,328.2352941176471,-20.019999999999925
10380,10380,328.99159663865544,-20.019999999999925
10381,10381,329.74789915966386,-20.019999999999925
10382,10382,330.5042016806723,-20.019999999999925
10383,10383,331.26050420168065,-20.019999999999925
10384,10384,332.01680672268907,-20.019999999999925
10385,10385,332.7731092436975,-20.019999999999925
10386,10386,333.52941176470586,-20.019999999999925
10387,10387,334.2857142857143,-20.019999999999925
10388,10388,335.0420168067227,-20.019999999999925
10389,10389,335.79831932773106,-20.019999999999925
10390,10390,336.5546218487395,-20.019999999999925
10391,10391,337.3109243697479,-20.019999999999925
10392,10392,338.0672268907563,-20.019999999999925
10393,10393,338.8235294117647,-20.019999999999925
10394,10394,339.5798319327731,-20.019999999999925
10395,10395,340.3361344537815,-20.019999999999925
10396,10396,341.0924369747899,-20.019999999999925
10397,10397,341.8487394957983,-20.019999999999925
10398,10398,342.6050420168067,-20.019999999999925
10399,10399,343.3613445378151,-20.019999999999925
10400,10400,344.11764705882354,-20.019999999999925
10401,10401,344.8739495798319,-20.019999999999925
10402,10402,345.6302521008403,-20.019999999999925
10403,10403,346.38655462184875,-20.019999999999925
10404,10404,347.1428571428571,-20.019999999999925
10405,10405,347.89915966386553,-20.019999999999925
10406,10406,348.65546218487395,-20.019999999999925
10407,10407,349.4117647058823,-20.019999999999925
10408,10408,350.16806722689074,-20.019999999999925
10409,10409,350.92436974789916,-20.019999999999925
10410,10410,351.68067226890753,-20.019999999999925
10411,10411,352.43697478991595,-20.019999999999925
10412,10412,353.1932773109244,-20.019999999999925
10413,10413,353.94957983193274,-20.019999999999925
10414,10414,354.70588235294116,-20.019999999999925
10415,10415,355.4621848739496,-20.019999999999925
10416,10416,356.21848739495795,-20.019999999999925
10417,10417,356.97478991596637,-20.019999999999925
10418,10418,357.7310924369748,-20.019999999999925
10419,10419,358.48739495798316,-20.019999999999925
10420,10420,359.2436974789916,-20.019999999999925
10421,10421,360.0,-20.019999999999925
10422,10422,0.0,-19.42999999999992
10423,10423,0.7531380753138075,-19.42999999999992
10424,10424,1.506276150627615,-19.42999999999992
10425,10425,2.2594142259414225,-19.42999999999992
10426,10426,3.01255230125523,-19.42999999999992
10427,10427,3.7656903765690375,-19.42999999999992
10428,10428,4.518828451882845,-19.42999999999992
10429,10429,5.2719665271966525,-19.42999999999992
10430,10430,6.02510460251046,-19.42999999999992
10431,10431,6.7782426778242675,-19.42999999999992
10432,10432,7.531380753138075,-19.42999999999992
10433,10433,8.284518828451883,-19.42999999999992
10434,10434,9.03765690376569,-19.42999999999992
10435,10435,9.790794979079497,-19.42999999999992
10436,10436,10.543933054393305,-19.42999999999992
10437,10437,11.297071129707113,-19.42999999999992
10438,10438,12.05020920502092,-19.42999999999992
10439,10439,12.803347280334727,-19.42999999999992
10440,10440,13.556485355648535,-19.42999999999992
10441,10441,14.309623430962343,-19.42999999999992
10442,10442,15.06276150627615,-19.42999999999992
10443,10443,15.815899581589957,-19.42999999999992
10444,10444,16.569037656903767,-19.42999999999992
10445,10445,17.322175732217573,-19.42999999999992
10446,10446,18.07531380753138,-19.42999999999992
10447,10447,18.828451882845187,-19.42999999999992
10448,10448,19.581589958158993,-19.42999999999992
10449,10449,20.334728033472803,-19.42999999999992
10450,10450,21.08786610878661,-19.42999999999992
10451,10451,21.841004184100417,-19.42999999999992
10452,10452,22.594142259414227,-19.42999999999992
10453,10453,23.347280334728033,-19.42999999999992
10454,10454,24.10041841004184,-19.42999999999992
10455,10455,24.853556485355647,-19.42999999999992
10456,10456,25.606694560669453,-19.42999999999992
10457,10457,26.359832635983263,-19.42999999999992
10458,10458,27.11297071129707,-19.42999999999992
10459,10459,27.866108786610877,-19.42999999999992
10460,10460,28.619246861924687,-19.42999999999992
10461,10461,29.372384937238493,-19.42999999999992
10462,10462,30.1255230125523,-19.42999999999992
10463,10463,30.878661087866107,-19.42999999999992
10464,10464,31.631799163179913,-19.42999999999992
10465,10465,32.38493723849372,-19.42999999999992
10466,10466,33.13807531380753,-19.42999999999992
10467,10467,33.89121338912134,-19.42999999999992
10468,10468,34.64435146443515,-19.42999999999992
10469,10469,35.39748953974895,-19.42999999999992
10470,10470,36.15062761506276,-19.42999999999992
10471,10471,36.90376569037657,-19.42999999999992
10472,10472,37.65690376569037,-19.42999999999992
10473,10473,38.41004184100418,-19.42999999999992
10474,10474,39.163179916317986,-19.42999999999992
10475,10475,39.9163179916318,-19.42999999999992
10476,10476,40.66945606694561,-19.42999999999992
10477,10477,41.42259414225941,-19.42999999999992
10478,10478,42.17573221757322,-19.42999999999992
10479,10479,42.92887029288703,-19.42999999999992
10480,10480,43.68200836820083,-19.42999999999992
10481,10481,44.43514644351464,-19.42999999999992
10482,10482,45.18828451882845,-19.42999999999992
10483,10483,45.94142259414226,-19.42999999999992
10484,10484,46.69456066945607,-19.42999999999992
10485,10485,47.44769874476987,-19.42999999999992
10486,10486,48.20083682008368,-19.42999999999992
10487,10487,48.95397489539749,-19.42999999999992
10488,10488,49.70711297071129,-19.42999999999992
10489,10489,50.4602510460251,-19.42999999999992
10490,10490,51.213389121338906,-19.42999999999992
10491,10491,51.96652719665272,-19.42999999999992
10492,10492,52.71966527196653,-19.42999999999992
10493,10493,53.47280334728033,-19.42999999999992
10494,10494,54.22594142259414,-19.42999999999992
10495,10495,54.97907949790795,-19.42999999999992
10496,10496,55.73221757322175,-19.42999999999992
10497,10497,56.48535564853556,-19.42999999999992
10498,10498,57.23849372384937,-19.42999999999992
10499,10499,57.99163179916318,-19.42999999999992
10500,10500,58.74476987447699,-19.42999999999992
10501,10501,59.49790794979079,-19.42999999999992
10502,10502,60.2510460251046,-19.42999999999992
10503,10503,61.004184100418406,-19.42999999999992
10504,10504,61.75732217573221,-19.42999999999992
10505,10505,62.51046025104602,-19.42999999999992
10506,10506,63.263598326359826,-19.42999999999992
10507,10507,64.01673640167364,-19.42999999999992
10508,10508,64.76987447698744,-19.42999999999992
10509,10509,65.52301255230125,-19.42999999999992
10510,10510,66.27615062761507,-19.42999999999992
10511,10511,67.02928870292887,-19.42999999999992
10512,10512,67.78242677824268,-19.42999999999992
10513,10513,68.53556485355648,-19.42999999999992
10514,10514,69.2887029288703,-19.42999999999992
10515,10515,70.04184100418409,-19.42999999999992
10516,10516,70.7949790794979,-19.42999999999992
10517,10517,71.5481171548117,-19.42999999999992
10518,10518,72.30125523012552,-19.42999999999992
10519,10519,73.05439330543933,-19.42999999999992
10520,10520,73.80753138075313,-19.42999999999992
10521,10521,74.56066945606695,-19.42999999999992
10522,10522,75.31380753138075,-19.42999999999992
10523,10523,76.06694560669456,-19.42999999999992
10524,10524,76.82008368200836,-19.42999999999992
10525,10525,77.57322175732217,-19.42999999999992
10526,10526,78.32635983263597,-19.42999999999992
10527,10527,79.07949790794979,-19.42999999999992
10528,10528,79.8326359832636,-19.42999999999992
10529,10529,80.5857740585774,-19.42999999999992
10530,10530,81.33891213389121,-19.42999999999992
10531,10531,82.09205020920501,-19.42999999999992
10532,10532,82.84518828451883,-19.42999999999992
10533,10533,83.59832635983263,-19.42999999999992
10534,10534,84.35146443514644,-19.42999999999992
10535,10535,85.10460251046025,-19.42999999999992
10536,10536,85.85774058577405,-19.42999999999992
10537,10537,86.61087866108787,-19.42999999999992
10538,10538,87.36401673640167,-19.42999999999992
10539,10539,88.11715481171548,-19.42999999999992
10540,10540,88.87029288702928,-19.42999999999992
10541,10541,89.6234309623431,-19.42999999999992
10542,10542,90.3765690376569,-19.42999999999992
10543,10543,91.1297071129707,-19.42999999999992
10544,10544,91.88284518828452,-19.42999999999992
10545,10545,92.63598326359832,-19.42999999999992
10546,10546,93.38912133891213,-19.42999999999992
10547,10547,94.14225941422593,-19.42999999999992
10548,10548,94.89539748953975,-19.42999999999992
10549,10549,95.64853556485355,-19.42999999999992
10550,10550,96.40167364016736,-19.42999999999992
10551,10551,97.15481171548117,-19.42999999999992
10552,10552,97.90794979079497,-19.42999999999992
10553,10553,98.66108786610879,-19.42999999999992
10554,10554,99.41422594142259,-19.42999999999992
10555,10555,100.1673640167364,-19.42999999999992
10556,10556,100.9205020920502,-19.42999999999992
10557,10557,101.67364016736401,-19.42999999999992
10558,10558,102.42677824267781,-19.42999999999992
10559,10559,103.17991631799163,-19.42999999999992
10560,10560,103.93305439330544,-19.42999999999992
10561,10561,104.68619246861924,-19.42999999999992
10562,10562,105.43933054393305,-19.42999999999992
10563,10563,106.19246861924685,-19.42999999999992
10564,10564,106.94560669456067,-19.42999999999992
10565,10565,107.69874476987447,-19.42999999999992
10566,10566,108.45188284518828,-19.42999999999992
10567,10567,109.2050209205021,-19.42999999999992
10568,10568,109.9581589958159,-19.42999999999992
10569,10569,110.7112970711297,-19.42999999999992
10570,10570,111.4644351464435,-19.42999999999992
10571,10571,112.21757322175732,-19.42999999999992
10572,10572,112.97071129707112,-19.42999999999992
10573,10573,113.72384937238493,-19.42999999999992
10574,10574,114.47698744769875,-19.42999999999992
10575,10575,115.23012552301255,-19.42999999999992
10576,10576,115.98326359832636,-19.42999999999992
10577,10577,116.73640167364016,-19.42999999999992
10578,10578,117.48953974895397,-19.42999999999992
10579,10579,118.24267782426777,-19.42999999999992
10580,10580,118.99581589958159,-19.42999999999992
10581,10581,119.74895397489539,-19.42999999999992
10582,10582,120.5020920502092,-19.42999999999992
10583,10583,121.25523012552301,-19.42999999999992
10584,10584,122.00836820083681,-19.42999999999992
10585,10585,122.76150627615063,-19.42999999999992
10586,10586,123.51464435146443,-19.42999999999992
10587,10587,124.26778242677824,-19.42999999999992
10588,10588,125.02092050209204,-19.42999999999992
10589,10589,125.77405857740585,-19.42999999999992
10590,10590,126.52719665271965,-19.42999999999992
10591,10591,127.28033472803347,-19.42999999999992
10592,10592,128.03347280334728,-19.42999999999992
10593,10593,128.7866108786611,-19.42999999999992
10594,10594,129.53974895397488,-19.42999999999992
10595,10595,130.2928870292887,-19.42999999999992
10596,10596,131.0460251046025,-19.42999999999992
10597,10597,131.79916317991632,-19.42999999999992
10598,10598,132.55230125523013,-19.42999999999992
10599,10599,133.30543933054392,-19.42999999999992
10600,10600,134.05857740585773,-19.42999999999992
10601,10601,134.81171548117155,-19.42999999999992
10602,10602,135.56485355648536,-19.42999999999992
10603,10603,136.31799163179915,-19.42999999999992
10604,10604,137.07112970711296,-19.42999999999992
10605,10605,137.82426778242677,-19.42999999999992
10606,10606,138.5774058577406,-19.42999999999992
10607,10607,139.3305439330544,-19.42999999999992
10608,10608,140.08368200836819,-19.42999999999992
10609,10609,140.836820083682,-19.42999999999992
10610,10610,141.5899581589958,-19.42999999999992
10611,10611,142.34309623430963,-19.42999999999992
10612,10612,143.0962343096234,-19.42999999999992
10613,10613,143.84937238493723,-19.42999999999992
10614,10614,144.60251046025104,-19.42999999999992
10615,10615,145.35564853556485,-19.42999999999992
10616,10616,146.10878661087867,-19.42999999999992
10617,10617,146.86192468619245,-19.42999999999992
10618,10618,147.61506276150627,-19.42999999999992
10619,10619,148.36820083682008,-19.42999999999992
10620,10620,149.1213389121339,-19.42999999999992
10621,10621,149.87447698744768,-19.42999999999992
10622,10622,150.6276150627615,-19.42999999999992
10623,10623,151.3807531380753,-19.42999999999992
10624,10624,152.13389121338912,-19.42999999999992
10625,10625,152.88702928870293,-19.42999999999992
10626,10626,153.64016736401672,-19.42999999999992
10627,10627,154.39330543933053,-19.42999999999992
10628,10628,155.14644351464435,-19.42999999999992
10629,10629,155.89958158995816,-19.42999999999992
10630,10630,156.65271966527195,-19.42999999999992
10631,10631,157.40585774058576,-19.42999999999992
10632,10632,158.15899581589957,-19.42999999999992
10633,10633,158.9121338912134,-19.42999999999992
10634,10634,159.6652719665272,-19.42999999999992
10635,10635,160.41841004184099,-19.42999999999992
10636,10636,161.1715481171548,-19.42999999999992
10637,10637,161.9246861924686,-19.42999999999992
10638,10638,162.67782426778243,-19.42999999999992
10639,10639,163.43096234309624,-19.42999999999992
10640,10640,164.18410041841003,-19.42999999999992
10641,10641,164.93723849372384,-19.42999999999992
10642,10642,165.69037656903765,-19.42999999999992
10643,10643,166.44351464435147,-19.42999999999992
10644,10644,167.19665271966525,-19.42999999999992
10645,10645,167.94979079497907,-19.42999999999992
10646,10646,168.70292887029288,-19.42999999999992
10647,10647,169.4560669456067,-19.42999999999992
10648,10648,170.2092050209205,-19.42999999999992
10649,10649,170.9623430962343,-19.42999999999992
10650,10650,171.7154811715481,-19.42999999999992
10651,10651,172.46861924686192,-19.42999999999992
10652,10652,173.22175732217573,-19.42999999999992
10653,10653,173.97489539748952,-19.42999999999992
10654,10654,174.72803347280333,-19.42999999999992
10655,10655,175.48117154811715,-19.42999999999992
10656,10656,176.23430962343096,-19.42999999999992
10657,10657,176.98744769874477,-19.42999999999992
10658,10658,177.74058577405856,-19.42999999999992
10659,10659,178.49372384937237,-19.42999999999992
10660,10660,179.2468619246862,-19.42999999999992
10661,10661,180.0,-19.42999999999992
10662,10662,180.7531380753138,-19.42999999999992
10663,10663,181.5062761506276,-19.42999999999992
10664,10664,182.2594142259414,-19.42999999999992
10665,10665,183.01255230125523,-19.42999999999992
10666,10666,183.76569037656904,-19.42999999999992
10667,10667,184.51882845188283,-19.42999999999992
10668,10668,185.27196652719664,-19.42999999999992
10669,10669,186.02510460251045,-19.42999999999992
10670,10670,186.77824267782427,-19.42999999999992
10671,10671,187.53138075313808,-19.42999999999992
10672,10672,188.28451882845187,-19.42999999999992
10673,10673,189.03765690376568,-19.42999999999992
10674,10674,189.7907949790795,-19.42999999999992
10675,10675,190.5439330543933,-19.42999999999992
10676,10676,191.2970711297071,-19.42999999999992
10677,10677,192.0502092050209,-19.42999999999992
10678,10678,192.80334728033472,-19.42999999999992
10679,10679,193.55648535564853,-19.42999999999992
10680,10680,194.30962343096235,-19.42999999999992
10681,10681,195.06276150627613,-19.42999999999992
10682,10682,195.81589958158995,-19.42999999999992
10683,10683,196.56903765690376,-19.42999999999992
10684,10684,197.32217573221757,-19.42999999999992
10685,10685,198.07531380753136,-19.42999999999992
10686,10686,198.82845188284517,-19.42999999999992
10687,10687,199.581589958159,-19.42999999999992
10688,10688,200.3347280334728,-19.42999999999992
10689,10689,201.0878661087866,-19.42999999999992
10690,10690,201.8410041841004,-19.42999999999992
10691,10691,202.5941422594142,-19.42999999999992
10692,10692,203.34728033472803,-19.42999999999992
10693,10693,204.10041841004184,-19.42999999999992
10694,10694,204.85355648535563,-19.42999999999992
10695,10695,205.60669456066944,-19.42999999999992
10696,10696,206.35983263598325,-19.42999999999992
10697,10697,207.11297071129707,-19.42999999999992
10698,10698,207.86610878661088,-19.42999999999992
10699,10699,208.61924686192467,-19.42999999999992
10700,10700,209.37238493723848,-19.42999999999992
10701,10701,210.1255230125523,-19.42999999999992
10702,10702,210.8786610878661,-19.42999999999992
10703,10703,211.63179916317992,-19.42999999999992
10704,10704,212.3849372384937,-19.42999999999992
10705,10705,213.13807531380752,-19.42999999999992
10706,10706,213.89121338912133,-19.42999999999992
10707,10707,214.64435146443515,-19.42999999999992
10708,10708,215.39748953974893,-19.42999999999992
10709,10709,216.15062761506275,-19.42999999999992
10710,10710,216.90376569037656,-19.42999999999992
10711,10711,217.65690376569037,-19.42999999999992
10712,10712,218.4100418410042,-19.42999999999992
10713,10713,219.16317991631797,-19.42999999999992
10714,10714,219.9163179916318,-19.42999999999992
10715,10715,220.6694560669456,-19.42999999999992
10716,10716,221.4225941422594,-19.42999999999992
10717,10717,222.1757322175732,-19.42999999999992
10718,10718,222.928870292887,-19.42999999999992
10719,10719,223.68200836820083,-19.42999999999992
10720,10720,224.43514644351464,-19.42999999999992
10721,10721,225.18828451882845,-19.42999999999992
10722,10722,225.94142259414224,-19.42999999999992
10723,10723,226.69456066945605,-19.42999999999992
10724,10724,227.44769874476987,-19.42999999999992
10725,10725,228.20083682008368,-19.42999999999992
10726,10726,228.9539748953975,-19.42999999999992
10727,10727,229.70711297071128,-19.42999999999992
10728,10728,230.4602510460251,-19.42999999999992
10729,10729,231.2133891213389,-19.42999999999992
10730,10730,231.96652719665272,-19.42999999999992
10731,10731,232.7196652719665,-19.42999999999992
10732,10732,233.47280334728032,-19.42999999999992
10733,10733,234.22594142259413,-19.42999999999992
10734,10734,234.97907949790795,-19.42999999999992
10735,10735,235.73221757322176,-19.42999999999992
10736,10736,236.48535564853555,-19.42999999999992
10737,10737,237.23849372384936,-19.42999999999992
10738,10738,237.99163179916317,-19.42999999999992
10739,10739,238.744769874477,-19.42999999999992
10740,10740,239.49790794979077,-19.42999999999992
10741,10741,240.25104602510459,-19.42999999999992
10742,10742,241.0041841004184,-19.42999999999992
10743,10743,241.7573221757322,-19.42999999999992
10744,10744,242.51046025104603,-19.42999999999992
10745,10745,243.2635983263598,-19.42999999999992
10746,10746,244.01673640167363,-19.42999999999992
10747,10747,244.76987447698744,-19.42999999999992
10748,10748,245.52301255230125,-19.42999999999992
10749,10749,246.27615062761504,-19.42999999999992
10750,10750,247.02928870292885,-19.42999999999992
10751,10751,247.78242677824267,-19.42999999999992
10752,10752,248.53556485355648,-19.42999999999992
10753,10753,249.2887029288703,-19.42999999999992
10754,10754,250.04184100418408,-19.42999999999992
10755,10755,250.7949790794979,-19.42999999999992
10756,10756,251.5481171548117,-19.42999999999992
10757,10757,252.30125523012552,-19.42999999999992
10758,10758,253.0543933054393,-19.42999999999992
10759,10759,253.80753138075312,-19.42999999999992
10760,10760,254.56066945606693,-19.42999999999992
10761,10761,255.31380753138075,-19.42999999999992
10762,10762,256.06694560669456,-19.42999999999992
10763,10763,256.8200836820084,-19.42999999999992
10764,10764,257.5732217573222,-19.42999999999992
10765,10765,258.32635983263594,-19.42999999999992
10766,10766,259.07949790794976,-19.42999999999992
10767,10767,259.8326359832636,-19.42999999999992
10768,10768,260.5857740585774,-19.42999999999992
10769,10769,261.3389121338912,-19.42999999999992
10770,10770,262.092050209205,-19.42999999999992
10771,10771,262.8451882845188,-19.42999999999992
10772,10772,263.59832635983264,-19.42999999999992
10773,10773,264.35146443514645,-19.42999999999992
10774,10774,265.10460251046027,-19.42999999999992
10775,10775,265.857740585774,-19.42999999999992
10776,10776,266.61087866108784,-19.42999999999992
10777,10777,267.36401673640165,-19.42999999999992
10778,10778,268.11715481171547,-19.42999999999992
10779,10779,268.8702928870293,-19.42999999999992
10780,10780,269.6234309623431,-19.42999999999992
10781,10781,270.3765690376569,-19.42999999999992
10782,10782,271.1297071129707,-19.42999999999992
10783,10783,271.88284518828453,-19.42999999999992
10784,10784,272.6359832635983,-19.42999999999992
10785,10785,273.3891213389121,-19.42999999999992
10786,10786,274.1422594142259,-19.42999999999992
10787,10787,274.89539748953973,-19.42999999999992
10788,10788,275.64853556485355,-19.42999999999992
10789,10789,276.40167364016736,-19.42999999999992
10790,10790,277.1548117154812,-19.42999999999992
10791,10791,277.907949790795,-19.42999999999992
10792,10792,278.6610878661088,-19.42999999999992
10793,10793,279.41422594142256,-19.42999999999992
10794,10794,280.16736401673637,-19.42999999999992
10795,10795,280.9205020920502,-19.42999999999992
10796,10796,281.673640167364,-19.42999999999992
10797,10797,282.4267782426778,-19.42999999999992
10798,10798,283.1799163179916,-19.42999999999992
10799,10799,283.93305439330544,-19.42999999999992
10800,10800,284.68619246861925,-19.42999999999992
10801,10801,285.43933054393307,-19.42999999999992
10802,10802,286.1924686192468,-19.42999999999992
10803,10803,286.94560669456064,-19.42999999999992
10804,10804,287.69874476987445,-19.42999999999992
10805,10805,288.45188284518827,-19.42999999999992
10806,10806,289.2050209205021,-19.42999999999992
10807,10807,289.9581589958159,-19.42999999999992
10808,10808,290.7112970711297,-19.42999999999992
10809,10809,291.4644351464435,-19.42999999999992
10810,10810,292.21757322175733,-19.42999999999992
10811,10811,292.9707112970711,-19.42999999999992
10812,10812,293.7238493723849,-19.42999999999992
10813,10813,294.4769874476987,-19.42999999999992
10814,10814,295.23012552301253,-19.42999999999992
10815,10815,295.98326359832635,-19.42999999999992
10816,10816,296.73640167364016,-19.42999999999992
10817,10817,297.489539748954,-19.42999999999992
10818,10818,298.2426778242678,-19.42999999999992
10819,10819,298.9958158995816,-19.42999999999992
10820,10820,299.74895397489536,-19.42999999999992
10821,10821,300.50209205020917,-19.42999999999992
10822,10822,301.255230125523,-19.42999999999992
10823,10823,302.0083682008368,-19.42999999999992
10824,10824,302.7615062761506,-19.42999999999992
10825,10825,303.5146443514644,-19.42999999999992
10826,10826,304.26778242677824,-19.42999999999992
10827,10827,305.02092050209205,-19.42999999999992
10828,10828,305.77405857740587,-19.42999999999992
10829,10829,306.5271966527196,-19.42999999999992
10830,10830,307.28033472803344,-19.42999999999992
10831,10831,308.03347280334725,-19.42999999999992
10832,10832,308.78661087866107,-19.42999999999992
10833,10833,309.5397489539749,-19.42999999999992
10834,10834,310.2928870292887,-19.42999999999992
10835,10835,311.0460251046025,-19.42999999999992
10836,10836,311.7991631799163,-19.42999999999992
10837,10837,312.55230125523013,-19.42999999999992
10838,10838,313.3054393305439,-19.42999999999992
10839,10839,314.0585774058577,-19.42999999999992
10840,10840,314.8117154811715,-19.42999999999992
10841,10841,315.56485355648533,-19.42999999999992
10842,10842,316.31799163179915,-19.42999999999992
10843,10843,317.07112970711296,-19.42999999999992
10844,10844,317.8242677824268,-19.42999999999992
10845,10845,318.5774058577406,-19.42999999999992
10846,10846,319.3305439330544,-19.42999999999992
10847,10847,320.0836820083682,-19.42999999999992
10848,10848,320.83682008368197,-19.42999999999992
10849,10849,321.5899581589958,-19.42999999999992
10850,10850,322.3430962343096,-19.42999999999992
10851,10851,323.0962343096234,-19.42999999999992
10852,10852,323.8493723849372,-19.42999999999992
10853,10853,324.60251046025104,-19.42999999999992
10854,10854,325.35564853556485,-19.42999999999992
10855,10855,326.10878661087867,-19.42999999999992
10856,10856,326.8619246861925,-19.42999999999992
10857,10857,327.61506276150624,-19.42999999999992
10858,10858,328.36820083682005,-19.42999999999992
10859,10859,329.12133891213387,-19.42999999999992
10860,10860,329.8744769874477,-19.42999999999992
10861,10861,330.6276150627615,-19.42999999999992
10862,10862,331.3807531380753,-19.42999999999992
10863,10863,332.1338912133891,-19.42999999999992
10864,10864,332.88702928870293,-19.42999999999992
10865,10865,333.64016736401675,-19.42999999999992
10866,10866,334.3933054393305,-19.42999999999992
10867,10867,335.1464435146443,-19.42999999999992
10868,10868,335.89958158995813,-19.42999999999992
10869,10869,336.65271966527195,-19.42999999999992
10870,10870,337.40585774058576,-19.42999999999992
10871,10871,338.1589958158996,-19.42999999999992
10872,10872,338.9121338912134,-19.42999999999992
10873,10873,339.6652719665272,-19.42999999999992
10874,10874,340.418410041841,-19.42999999999992
10875,10875,341.17154811715477,-19.42999999999992
10876,10876,341.9246861924686,-19.42999999999992
10877,10877,342.6778242677824,-19.42999999999992
10878,10878,343.4309623430962,-19.42999999999992
10879,10879,344.18410041841,-19.42999999999992
10880,10880,344.93723849372384,-19.42999999999992
10881,10881,345.69037656903765,-19.42999999999992
10882,10882,346.44351464435147,-19.42999999999992
10883,10883,347.1966527196653,-19.42999999999992
10884,10884,347.94979079497904,-19.42999999999992
10885,10885,348.70292887029285,-19.42999999999992
10886,10886,349.45606694560666,-19.42999999999992
10887,10887,350.2092050209205,-19.42999999999992
10888,10888,350.9623430962343,-19.42999999999992
10889,10889,351.7154811715481,-19.42999999999992
10890,10890,352.4686192468619,-19.42999999999992
10891,10891,353.22175732217573,-19.42999999999992
10892,10892,353.97489539748955,-19.42999999999992
10893,10893,354.7280334728033,-19.42999999999992
10894,10894,355.4811715481171,-19.42999999999992
10895,10895,356.23430962343093,-19.42999999999992
10896,10896,356.98744769874475,-19.42999999999992
10897,10897,357.74058577405856,-19.42999999999992
10898,10898,358.4937238493724,-19.42999999999992
10899,10899,359.2468619246862,-19.42999999999992
10900,10900,360.0,-19.42999999999992
10901,10901,0.0,-18.839999999999918
10902,10902,0.7515657620041754,-18.839999999999918
10903,10903,1.5031315240083507,-18.839999999999918
10904,10904,2.254697286012526,-18.839999999999918
10905,10905,3.0062630480167014,-18.839999999999918
10906,10906,3.757828810020877,-18.839999999999918
10907,10907,4.509394572025052,-18.839999999999918
10908,10908,5.260960334029227,-18.839999999999918
10909,10909,6.012526096033403,-18.839999999999918
10910,10910,6.764091858037578,-18.839999999999918
10911,10911,7.515657620041754,-18.839999999999918
10912,10912,8.267223382045929,-18.839999999999918
10913,10913,9.018789144050103,-18.839999999999918
10914,10914,9.77035490605428,-18.839999999999918
10915,10915,10.521920668058454,-18.839999999999918
10916,10916,11.273486430062631,-18.839999999999918
10917,10917,12.025052192066806,-18.839999999999918
10918,10918,12.77661795407098,-18.839999999999918
10919,10919,13.528183716075157,-18.839999999999918
10920,10920,14.279749478079331,-18.839999999999918
10921,10921,15.031315240083508,-18.839999999999918
10922,10922,15.782881002087683,-18.839999999999918
10923,10923,16.534446764091857,-18.839999999999918
10924,10924,17.286012526096034,-18.839999999999918
10925,10925,18.037578288100207,-18.839999999999918
10926,10926,18.789144050104383,-18.839999999999918
10927,10927,19.54070981210856,-18.839999999999918
10928,10928,20.292275574112736,-18.839999999999918
10929,10929,21.04384133611691,-18.839999999999918
10930,10930,21.795407098121085,-18.839999999999918
10931,10931,22.546972860125262,-18.839999999999918
10932,10932,23.298538622129435,-18.839999999999918
10933,10933,24.05010438413361,-18.839999999999918
10934,10934,24.801670146137788,-18.839999999999918
10935,10935,25.55323590814196,-18.839999999999918
10936,10936,26.304801670146137,-18.839999999999918
10937,10937,27.056367432150314,-18.839999999999918
10938,10938,27.807933194154487,-18.839999999999918
10939,10939,28.559498956158663,-18.839999999999918
10940,10940,29.31106471816284,-18.839999999999918
10941,10941,30.062630480167016,-18.839999999999918
10942,10942,30.81419624217119,-18.839999999999918
10943,10943,31.565762004175365,-18.839999999999918
10944,10944,32.31732776617954,-18.839999999999918
10945,10945,33.068893528183715,-18.839999999999918
10946,10946,33.82045929018789,-18.839999999999918
10947,10947,34.57202505219207,-18.839999999999918
10948,10948,35.323590814196244,-18.839999999999918
10949,10949,36.07515657620041,-18.839999999999918
10950,10950,36.82672233820459,-18.839999999999918
